"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s6160","Movie","Anarkali of Aarah","Avinash Das","Swara Bhaskar, Sanjay Mishra, Vijay Kumar, Pankaj Tripathi, Mayur More, Ishtiyak Khan","India",2017-08-01,2017,"TV-MA",111,"min","Dramas, Independent Movies, International Movies","After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name.",75,"present","absent","Anarkali, a dancer who performs on lewd numbers, gets molested during a show by Dharmender, a powerful academic. When the law refuses to punish her molester, she decides to avenge herself."
"s6678","Movie","El fin de ETA","Justin Webster","","Spain",2017-04-08,2017,"TV-14",106,"min","Documentaries, International Movies","This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.",81,"absent","absent","Charting the decade-long process that led to the end of the ETA, a Basque separatist group that operated for more than 50 years."
"s3935","TV Show","Time: The Kalief Browder Story","","","United States",2019-04-07,2017,"TV-MA",1,"Season","Docuseries","This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.",92,"absent","present","The criminal justice system tragically failed 16-year-old Kalief Browder, who spent three years in Rikers Island jail awaiting trial -- two of those years in solitary confinement -- after being arrested for allegedly stealing a backpack. The case was never prosecuted, the charges were ultimately dropped, and Browder committed suicide after his release. His story and the challenges it poses to a basic understanding of American liberties are central to this six-part documentary. It's a comprehensive review of the case, using first-person accounts, archival footage, and cinematic re-creations of key scenes from Browder's life. Exclusive interviews with a wide range of people connected to the story, from politicians to close friends and family members to social reformers, are also featured.â€¦\xa0MORE"
"s6004","Movie","24 Hours to Live","Brian Smrz","Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham","South Africa, China, United States",2018-04-07,2017,"R",93,"min","Action & Adventure","Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",68,"absent","absent","After getting killed in a firefight, mercenary Travis Conrad gets another chance to live, in which he decides to seek redemption and turn his life around."
"s5539","TV Show","The Get Down","","Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie","United States",2017-04-07,2017,"TV-MA",2,"Seasons","TV Dramas","In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",93,"absent","present","The multi-talented Baz Luhrmann and a team of collaborators -- Oscar-winner Catherine Martin, legendary MC Nas, Grandmaster Flash, Pulitzer-winning playwright Stephen Adly Guirgis, and hip-hop historian Nelson George -- have created a music-driven drama that documents the emergence of a new art form. Set in the late 1970s, when New York was at the brink of bankruptcy and disco was dying out, the rise of hip-hop is told through the lives, art, music and dance of a group of young people in the South Bronx.â€¦\xa0MORE"
"s5541","Movie","Win It All","Joe Swanberg","Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement","United States",2017-04-07,2017,"TV-MA",89,"min","Comedies, Independent Movies, Romantic Movies","After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",45,"absent","absent","A small-time gambler (Jake Johnson) agrees to stash a duffel bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds."
"s2705","Movie","The Florida Project","Sean Baker","Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones","United States",2020-04-06,2017,"R",111,"min","Dramas, Independent Movies","A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.",86,"absent","absent","Moonee, a six-year-old girl, lives with her mother and spends the summer pranking and stealing from tourists while her mother struggles to make ends meet."
"s4937","Movie","Orbiter 9","Hatem Khraiche","Clara Lago, Alex Gonzalez, Andrés Parra, Belén Rueda","Spain, Colombia",2018-04-06,2017,"TV-14",95,"min","Dramas, International Movies, Sci-Fi & Fantasy","A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.",53,"present","absent","A woman who's been alone on a spaceship her whole life becomes enamoured with an engineer, who suddenly enters her life and upends her entire universe."
"s2707","Movie","The Killing of a Sacred Deer","Yorgos Lanthimos","Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet","Ireland, United Kingdom",2020-04-05,2017,"R",121,"min","Dramas, Independent Movies, Thrillers","A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.",68,"absent","absent","Steven Murphy, a surgeon, takes an awkward teenage boy, Martin, under his wing. But things get worse for the Murphys when they find out that Martin has a sinister agenda of his own."
"s3938","TV Show","Imposters","","Inbar Lavi, Rob Heaps, Parker Young, Marianne Rendón, Stephen Bishop, Brian Benben, Katherine La Nasa","United States",2019-04-05,2017,"TV-MA",2,"Seasons","Crime TV Shows, International TV Shows, TV Comedies","Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.",83,"absent","present","Maddie, a beautiful con artist, gets involved with men and robs them blind. When she meets Patrick, someone she is interested in, three of her previous victims are on her trail."
"s3942","TV Show","Rimba Racer","","Steven Tan, Iain McNally, Chi-Ren Choong, Kevin Adrian Barnaby, Tikriti Shabudin, Sherilyn Pang Li Ching, Azman Zulkiply","Malaysia",2019-04-05,2017,"TV-PG",1,"Season","Kids' TV","In this animated action series, a rookie driver seeks glory in a world-class auto race, but he’ll need more than just his talent behind the wheel.",76,"absent","absent","A street smart racing prodigy is invited to participate in the world's most prestigious racing competition."
"s7489","Movie","Monster Family","Holger Tappe","Celia Imrie, Emily Watson, Catherine Tate, Jason Isaacs, Nick Frost, Jessica Brown Findlay","Germany, United Kingdom",2018-04-04,2017,"PG",93,"min","Children & Family Movies","A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.",75,"absent","absent","The Wishbone family are far from happy. In an attempt to reconnect as a family, they plan a fun night out. However, the plan backfires when they are cursed and all turned into Monsters."
"s7728","Movie","Perfect Bid: The Contestant Who Knew Too Much","C.J. Wallis","Theodore Slauson","Canada",2019-04-30,2017,"TV-MA",72,"min","Documentaries","A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked.",59,"absent","absent","A math genius from Texas named Ted Slauson and his life of memorising and documenting the prize amounts on The Price Is Right. Keeping track of items and their prices began as a hobby for Slauson, until age 18 when he became eligible as a contestant."
"s4905","Movie","Running Shaadi","Amit Roy","Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra","India",2018-04-30,2017,"TV-14",115,"min","Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",63,"absent","absent","Two friends set up a website where couples can elope and get married against the wishes of their families. Their project is an instant hit but brings a different set of problems for the creators."
"s2713","Movie","The Death of Stalin","Armando Iannucci","Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi","United Kingdom, France, Belgium, Canada, United States",2020-04-03,2017,"R",107,"min","Comedies, Dramas, Independent Movies","The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.",86,"absent","absent","When tyrannical dictator Joseph Stalin dies in 1953, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. Among the contenders are the dweebish Georgy Malenkov, the wily Nikita Khrushchev and Lavrenti Beria -- the sadistic secret police chief. As they bumble, brawl and back-stab their way to the top, the question remains -- just who is running the government?â€¦\xa0MORE"
"s2612","TV Show","Tjovitjo","","Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale","South Africa",2020-04-29,2017,"TV-MA",2,"Seasons","International TV Shows, TV Dramas","Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",63,"absent","absent","A seemingly misfit rural boy relocates into an urban slum community on the outskirts of Johannesburg in search of fortunes. Kgotso finds out pretty early that reality far outreaches his perceived romantic idea of what Joburg is before he came there."
"s2618","Movie","İstanbul Kırmızısı","Ferzan Özpetek","Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal","Italy, Turkey",2020-04-28,2017,"TV-MA",110,"min","Dramas, Independent Movies, International Movies","Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",48,"absent","absent","A writer returns to his native Istanbul and finds himself stranded inside a web of tangled relationships following his filmmaker friend's mysterious disappearance."
"s5509","Movie","Casting JonBenet","Kitty Green","","United States, Australia, China",2017-04-28,2017,"TV-14",81,"min","Documentaries","Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.",58,"absent","absent","After two decades of media speculation and public fascination, filmmakers explore the macabre legacy of the world's most famous child-murder case."
"s5513","Movie","Small Crimes","Evan Katz","Nikolaj Coster-Waldau, Gary Cole, Molly Parker, Macon Blair, Pat Healy, Jacki Weaver, Robert Forster","Canada, United States",2017-04-28,2017,"TV-MA",95,"min","Dramas, Thrillers","After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.",45,"absent","absent","A disgraced former cop is released after serving a six-year prison sentence for attempted murder. He returns home looking for redemption but winds up trapped in the mess he left behind."
