"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s2910","Movie","Monster High: Electrified","2020-02-15",2017,"TV-Y",72,"min","Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything.",57,"absent","absent","Clawdeen dreams of opening a salon made for monsters and normies, but the idea sparks negative voltage when Moanica plots to ruin the whole thing with something a little more shocking."
"s2911","TV Show","Talking Tom and Friends","2020-02-15",2017,"TV-Y",1,"Season","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",85,"present","absent","Armed with technological gear, great ideas and an unfailing sense of humour, Talking Tom and his friends are on a mission to reach stardom at all costs."
"s4112","TV Show","The Kirlian Frequency","2019-02-15",2017,"TV-14",1,"Season","In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina.",95,"present","absent","A fantastic universe in an unknown dimension is filled with mysteries, and strange events happen in a city which may or may not exist."
"s5039","TV Show","Re:Mind","2018-02-15",2017,"TV-MA",1,"Season","Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",85,"absent","present","When high school classmates wake up, they find themselves in a perilous situation -- restrained in a large dining room. They want answers as to why somebody is holding them hostage, so they try to think of reasons why they are locked up and, more importantly, how they can escape. Fearing their situation is retribution for a past incident with a classmate, they offer up confessions and point blame in order to figure out who the captor is.â€¦\xa0MORE"
"s2914","Movie","Fanatyk","2020-02-14",2017,"TV-MA",33,"min","As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",59,"absent","absent","As a son struggles with his own internet addiction, he must soothe his father's obsession with fishing before his outrageous behaviour ruins the entire family."
"s6028","Movie","A Bad Moms Christmas","2020-02-14",2017,"R",104,"min","Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",80,"absent","absent","Amy, Kiki and Carla rebel against the huge burden of arranging Christmas for their respective families while dealing with a visit from their own mothers."
"s8310","Movie","The Foreigner","2020-02-14",2017,"R",113,"min","After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",81,"absent","absent","Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love -- his teenage daughter -- dies in a senseless act of politically motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.â€¦\xa0MORE"
"s5607","Movie","Girlfriend's Day","2017-02-14",2017,"TV-MA",71,"min","When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",52,"absent","absent","Ray Wentworth (Bob Odenkirk), once a king of the wordsmith world, is now a down-on-his-luck romance card writer. In an effort to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a newly crowned holiday: Girlfriend's Day."
"s5608","Movie","Katherine Ryan: In Trouble","2017-02-14",2017,"TV-MA",64,"min","Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.",60,"absent","absent","Stand-up comic Katherine Ryan reminisces about unusual relationships, aging, Taylor Swift, life in the hometown she hates and the time she enraged an entire nation."
"s2929","Movie","Good Time","2020-02-11",2017,"R",101,"min","After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture.",85,"absent","absent","After a robbery goes wrong, Connie's younger brother Nick is arrested and sent to prison. Desperate to get him out, Connie does everything he can to pay Nick's bail."
"s5610","TV Show","Cyborg 009: Call of Justice","2017-02-10",2017,"TV-14",1,"Season","Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.",57,"absent","absent","Years after taking up normal lives and keeping their true identity a secret, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity."
"s5612","Movie","Grillo vs Grillo","2017-02-10",2017,"TV-MA",96,"min","Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics.",50,"absent","absent","Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
"s4141","Movie","LEGO Marvel Super Heroes: Guardians of the Galaxy","2019-02-01",2017,"TV-Y",22,"min","The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.",55,"absent","absent","The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
"s8520","TV Show","The Story of Us with Morgan Freeman","2019-02-01",2017,"TV-14",1,"Season","Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.",93,"absent","absent","The Story of Us with Morgan Freeman is a documentary series televised on the National Geographic Channel in 2017. It is hosted and narrated by actor Morgan Freeman. Wikipedia"
"s5053","Movie","Liberated: The New Sexual Revolution","2018-02-01",2017,"TV-MA",86,"min","Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break.",56,"absent","absent","Exploring how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
"s5054","Movie","Newness","2018-02-01",2017,"TV-MA",117,"min","Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution.",50,"absent","absent","In Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries."
"s6015","Movie","42 Grams","2018-02-01",2017,"TV-MA",81,"min","After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.",86,"absent","absent","Chef Jake Bickelhaupt goes from running an illegal restaurant in his home, to being a culinary celebrity in less than a year."
"s6834","Movie","Gender Revolution: A Journey with Katie Couric","2018-02-01",2017,"TV-PG",90,"min","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences.",76,"absent","absent","Gender Revolution: A Journey with Katie Couric is a 2017 documentary film about gender identity, produced by Katie Couric, National Geographic, and World of Wonder. It originally aired on the American network National Geographic on February 6, 2017. Wikipedia"
"s7013","Movie","How the Beatles Changed the World","2018-02-01",2017,"TV-PG",110,"min","Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.",78,"absent","absent","Interviews and rare archival footage reveal the fascinating story behind the Beatles and their cultural, social and musical revolution."
